Team_Year,Unique_Identifier,Conference,Year,Overall_Rank,Wins,Loss,AdjO,AdjD,AdjT,Luck,Strength_of_Schedule_Opp_O,Strength_of_Schedule_Opp_D,Opp_2P,Opp_3P,Opp_FT,Defense_Blk,Defense_Stl,Opp_NST,Opp_A,Opp_3P_Attempts,Off_2P,Off_3P,Off_FT,Off_Blk,Off_Stl,Off_NST,Off_A,Off_3P_Attempts,Off_eFG,Off_TO,Off_Reb,Off_FT_Rate,Opp_eFG,Opp_TO,Def_Reb,Opp_FT_Rate,Avg_Height,Experience,Bench,Continuity
Centenary 2011,45,Sum,2011,344,1,29,84,113.2,68.7,-0.021,104.9,106.5,55.9,35.8,67.7,6.4,9.9,10.8,54.9,33.6,43.1,31.2,62.8,12.7,13.9,12.4,49.5,28.6,44.2,26.3,24.4,47.6,55.1,20.7,39.3,46.3,75,0.83,40.3,23.1
Central Arkansas 2011,46,Slnd,2011,336,5,24,90.5,112.6,69.6,-0.071,100.6,106.3,57,36.2,70.6,5.5,9.8,12.4,57.2,30.4,44.8,31.4,63.3,12.7,10,12.4,49.3,32.2,45.5,22.4,27.1,41.5,56.2,22.2,35.7,40.4,76,2.21,40.8,35.6
Central Connecticut 2011,47,NEC,2011,157,19,12,100.8,100.1,66,-0.01,100.1,106.3,46.6,32,68,10.2,10.9,12.3,49,32.4,47.4,32.8,76.7,7.4,9,12.2,59,26.4,47.9,21.2,34.1,36.1,47.1,23.2,33,33.4,75.5,1.72,26.9,59.6
Central Michigan 2011,48,MAC,2011,273,10,21,92,102,63.1,-0.006,101.6,104.3,48.8,36.7,66.3,10,10.9,11.7,50.2,25.9,40.7,33.3,63,10.2,9.1,12.1,41.4,27.8,43.2,21.2,31.2,33.1,50.4,22.6,28.2,52.9,75.4,1.65,32.5,46.1
Alabama A&M 2011,5,SWAC,2011,323,13,15,87,103.7,69.7,-0.001,93.1,107,46,32.4,61.5,13.3,12,12,55.8,28.5,44,28.5,62.4,10.4,11.3,11.3,52.3,26.9,43.6,22.6,28.3,40.9,46.8,24,31.9,42.2,75.1,1.95,37,55.5
Charleston Southern 2011,50,BSth,2011,211,16,16,102.9,107.2,65.9,-0.06,100.3,104.3,50.8,34,66.7,8,11.7,9.4,50.1,30.3,46.1,35,74.9,9.3,11,10.3,46.4,30.1,48,21.3,35.2,32.7,50.9,21.2,32.2,36.9,75.2,1.43,26.8,62.1
Charlotte 2011,51,A10,2011,207,10,20,101.5,105.5,63.7,-0.009,103.8,101.4,50.8,30.5,71.1,8.4,9.4,7.8,55.1,36,46.1,33.3,72.9,10.5,10.7,11.1,52.4,37.2,47.6,21.8,29.9,37.6,49,17.2,29.4,31.7,76.8,1.84,25.4,53.2
Chattanooga 2011,52,SC,2011,266,16,16,99.1,108.5,68.1,0.135,102.8,105.2,53.5,35.7,69,3.9,6.7,11.2,62.1,45.9,48.7,32.1,64.9,8.6,10.7,10.8,59.1,46.2,48.4,21.5,28.6,41.4,53.5,17.9,25.5,33.1,77.4,2.17,33.2,58.1
Chicago St. 2011,53,GWC,2011,343,6,26,89.8,118.4,70.1,-0.005,100.3,105.8,54.3,38.2,68.5,6.4,7.9,9.5,64.3,37.9,43.3,29.9,64.3,8.8,10.4,12.3,51.7,25.7,43.7,22.7,25.5,36.2,55.4,17.4,34.3,47.3,75.7,2.63,35.9,61.6
Cincinnati 2011,54,BE,2011,21,26,9,111.1,91.7,62.6,0.04,106.8,100.6,44.7,32.4,70.3,10.2,11.5,10.7,55.1,29.5,48.8,33.8,66.8,7.8,9.1,8.9,58.6,33.6,49.4,18,36.9,38.3,45.8,22.2,29,35.4,77.5,1.92,36.8,61.3
Clemson 2011,55,ACC,2011,25,22,12,109.6,91.5,63.9,-0.087,106.7,99.7,43.6,33.1,71,13.2,12.1,10.9,52.8,32.4,49.5,34.4,70.1,8.8,10.1,10.2,54.9,34.5,50.3,20.2,32.7,38.5,45.6,23,28.8,34.8,75.7,2.02,26.6,63.4
Cleveland St. 2011,56,Horz,2011,68,27,9,109.1,98,65,0.032,104.6,102.8,46.5,32.3,68.1,7.2,11.2,10.9,57.5,31.3,48,34.2,73.6,11.8,8.2,9.2,49.5,35.2,49.2,17.4,29.5,40.7,47.1,22.1,32.2,40.4,76.4,1.82,21.5,68.6
Coastal Carolina 2011,57,BSth,2011,117,28,6,104.9,100.4,65.8,0.101,99.6,106.2,42.7,34.8,68.3,11.9,8.7,9.8,45.8,34.7,51.7,31.5,68.8,8.8,9.2,10.3,56.1,24.8,50.6,19.5,33.6,45,46,18.5,29,25.9,75.6,1.66,33.2,50.1
Colgate 2011,58,Pat,2011,314,7,23,97.2,112.5,66,-0.029,101.2,105.6,51.8,33.9,74.2,8.1,8.4,8.4,56.4,33.6,45.5,33.3,68.2,9.4,11.2,11.6,55.5,30.1,46.8,22.8,29.2,37.4,51.4,16.8,29.5,44.8,76,1.59,33.9,57.2
College of Charleston 2011,59,SC,2011,70,26,11,114.5,103.5,65.9,-0.014,103.6,103.7,47.5,34,67.2,9.4,8.6,10.9,48.8,28.3,54.6,36.6,74.1,5.4,9.1,8.7,47.9,38.4,54.8,17.9,32.1,27.4,48.5,19.4,33.4,27.1,76.8,2,24.4,61.1
Alabama St. 2011,6,SWAC,2011,303,17,18,92.8,106,63.6,0.032,94.9,106.1,43.8,35.7,69.1,12.9,10.9,12.7,56.8,29.8,44.5,29.1,61.2,7,10.9,12.6,55.7,31.7,44.2,23.6,34.9,45.7,46.7,23.6,31.2,52.8,76,1.89,45.8,48.3
Colorado 2011,60,B12,2011,54,24,14,117.7,104.3,66.8,-0.027,106.5,100.3,48.7,36.5,70.3,7.1,9.7,9.6,54.2,31.5,51,37.6,77.9,7.8,8.9,8.1,50.1,27.9,52.5,16.9,33,39.3,50.6,19.3,31.3,35.7,77.5,1.92,27.5,68.8
Colorado St. 2011,61,MWC,2011,77,19,13,108.6,99.1,66.1,0.002,106.2,100.6,48.4,33.8,69.8,6.9,10.6,9.6,51.4,34.5,53,32.8,69.1,9.6,9.3,11.5,53.1,33,51.7,20.7,29.8,42.3,49.2,20.1,29.3,38.2,76.8,1.84,36,72.8
Columbia 2011,62,Ivy,2011,214,15,13,101.3,105.8,66.8,0.038,102.2,106.2,49.1,36.8,72.5,7.1,9.3,9.2,51.5,26.4,46.3,34.1,71.8,7.9,9.1,9.3,46.1,28,47.6,18.4,31,36.4,50.7,18.5,25.7,39.5,76.4,1.44,33.1,53.1
Connecticut 2011,63,BE,2011,10,32,9,115.8,91.9,64.5,0.048,110.1,97.4,42.4,32.7,68,13.6,9.5,7.8,51.5,32.2,47.7,32.9,76.3,8.3,9.2,8,50.7,29.3,48.2,17.2,37.2,33.8,44.5,17.3,31.7,26.8,77.5,0.94,29.1,43.7
Coppin St. 2011,64,MEAC,2011,268,16,14,98.5,108,68.2,0.023,98,108.6,48.7,34.3,67.2,6.1,9.9,11,56.5,38.5,46,36.3,71.7,10.8,8.8,10.1,44.7,36.1,49,18.8,29,32,49.7,21,34.3,35.8,76.2,1.9,31.7,37.1
Cornell 2011,65,Ivy,2011,192,10,18,105.2,107.6,65.1,-0.07,102.6,103.2,51.2,34.4,72.2,7.2,10,10.8,57.9,33.1,44.8,37.4,68.9,11.6,8.3,9.9,61.7,42.5,49.6,18.2,27,31.1,51.3,20.8,28.7,44.3,76.5,2.01,37.9,33
Creighton 2011,66,MVC,2011,98,23,16,109.9,103.5,63.6,-0.041,103.6,103.4,47.4,34.6,67.8,8,6.7,8.4,51.1,31.3,51.3,36.9,73,8.7,9.7,9.3,60.7,37.3,52.9,19,30,36,48.8,15.1,25.5,26.3,76.5,1.73,32,49.1
Dartmouth 2011,67,Ivy,2011,321,5,23,90.8,107.4,65.2,-0.014,102.9,104.3,50.1,37,70.3,7.5,9.6,11.8,55.9,38.4,42.3,32.6,69.7,10.4,10.2,10.6,42.5,28.4,44.2,20.8,23.8,29.5,52.1,21.4,35.3,36.5,76.1,1.48,36.6,59.4
Davidson 2011,68,SC,2011,146,18,15,105.6,103.4,67.1,-0.036,103.6,105.4,47.3,34,70.6,7.6,7.1,11.8,45.5,27.2,48.6,34,72.9,11.1,9,12.1,51.7,39.8,49.6,21.1,34.4,36.4,48.3,18.9,28,50.3,77.5,1.11,35,55.4
Dayton 2011,69,A10,2011,97,22,14,104.8,98.3,65.2,0.062,104.3,100.7,46.9,32.3,67.5,8.7,7.1,12.1,56.7,37.7,43.6,35.5,67.7,9.4,7.3,12.6,61.7,32.9,46.8,19.9,34.3,33.2,47.5,19.2,26.3,38.4,77.4,1.61,34.6,50.1
Albany 2011,7,AE,2011,243,16,16,101.7,108.6,59.9,0.025,99.2,105.1,46.7,32.9,63.6,8.3,7.5,9.4,59.3,40.4,45.2,37.8,64.5,9.9,10.3,10.5,51.1,36.9,49.5,20.8,32.6,29.8,47.8,17,31.7,27.8,76.3,1.04,26.7,44.4
Delaware 2011,70,CAA,2011,196,14,17,100.4,103.5,63.4,0.059,105.7,103.9,46.6,30.8,71.2,10.3,5.8,9,46.8,27.8,45,34.8,69.1,8.4,9.1,9.8,48.7,32.8,47.3,18.8,26,40.2,46.5,14.8,29.9,41.6,75.6,1.79,29.5,65.1
Delaware St. 2011,71,MEAC,2011,306,9,21,99.1,113.1,59.4,-0.063,99.5,105.4,54.3,35.9,67.2,10.2,13,10.9,54.1,27,47,34.1,72.5,9.3,7.8,10.3,51,37,48.5,18.1,24.6,27.6,54.2,23.9,41.9,34.6,74.8,1.32,22.1,45.2
Denver 2011,72,SB,2011,219,13,17,100,104.7,56.2,-0.056,101.5,106.2,47.1,40.9,69.1,10.9,9.3,14.1,40,23,49.5,40.1,72.5,11.7,9,12,66.1,43.7,54.2,21,16.4,38.1,50.4,23.4,29.6,62.3,77,1.74,27.2,62.4
DePaul 2011,73,BE,2011,197,7,24,103.1,106.4,68.3,-0.043,107.6,99,54.6,35,71.6,7.7,10.6,11.6,57,23.1,47,31.5,68.3,9.8,9.1,10.4,58.2,28.8,47.1,19.5,27.6,33.3,54.1,22.1,37.2,39.4,76.8,1.39,31.4,39.8
Detroit 2011,74,Horz,2011,131,17,16,107,103.8,69.7,-0.022,103.6,102.1,48.3,33.3,68.1,13,10.2,9.6,51.9,36.7,49.8,35.4,68.5,9,10.9,11.2,47.8,26.1,50.7,22.1,34.4,46.5,48.9,19.8,32,32.3,77.2,1.22,27.7,34.8
Drake 2011,75,MVC,2011,201,13,18,101.4,104.9,64.5,-0.01,103.1,102.7,50.6,32.8,71.8,7.6,8.6,11.6,52.3,31.6,46.8,35.4,68.5,7.1,9.9,8.9,52.3,35.6,49,18.8,22.2,38.1,50.1,20.2,30.9,36.2,77.3,1.34,36,49.9
Drexel 2011,76,CAA,2011,93,21,10,99.7,92.9,62.9,0.066,105.4,104.8,44.2,28.5,68.7,7.1,6.4,9.2,45.1,26.9,45.7,31,61.5,12,8.4,10.3,48.4,22.3,45.8,18.7,36,40.3,43.8,15.6,21.7,37.6,76.5,1.26,25.2,57.9
Duke 2011,77,ACC,2011,2,32,5,119.7,91.3,68.6,0.017,107.3,98.9,43.1,32.4,65,9.7,10.3,10.6,48.9,24.5,52.5,37.4,75.3,7.4,8.4,8.9,50.9,35.3,53.7,17.3,33.3,37.4,44.5,20.9,31,29.6,77.8,1.67,29.5,58.3
Duquesne 2011,78,A10,2011,55,19,13,108,94.7,70.9,-0.149,104.8,102.6,46.7,33.5,68.6,14.2,13.7,14.1,54.1,32.8,51.5,35.7,62.5,10.4,8,10.8,65.1,37,52.2,18.8,31.1,42.3,47.9,27.8,37,37.6,75.1,1.5,26.7,59.9
East Carolina 2011,79,CUSA,2011,154,18,16,105.3,103.9,65,0.028,104.4,101.8,48.9,33.8,66.4,7.7,9.9,10.6,55.5,34,46.2,35.9,69.3,12.5,9.4,11.4,59,40.9,49.3,20.8,27.9,49.4,49.5,20.5,34,40.3,76.9,1.93,28.6,72.8
Alcorn St. 2011,8,SWAC,2011,341,4,24,86.2,111.5,75.7,-0.019,96.1,105.4,49.6,32.1,65.3,8.3,10,9.8,60.5,30.9,38.2,32.3,63.3,10.2,10.8,10.9,41.5,21.6,40.4,21.7,23.4,46.9,49.2,19.8,37.6,42.1,75.7,1.42,45.5,45.6
East Tennessee St. 2011,80,ASun,2011,112,24,12,104.1,98.9,64.3,0.03,102.9,104.8,44.9,34.2,66.4,11.1,10,11,53.1,37.8,48.8,34.6,67.7,9.3,8.4,11.7,43.7,28.1,49.7,20,32.2,44.5,47.3,21,31.5,35.2,77.4,2.28,22.7,65.1
Eastern Illinois 2011,81,OVC,2011,304,9,20,93.1,106.4,62.7,-0.016,102,106.1,46.4,36.1,69.1,7.9,8.8,10.2,61.9,37.5,44.9,32.1,71.7,7.5,10.3,11.9,56.3,23.6,45.7,22.2,30.8,33.3,49.3,19,29.9,38.8,76.3,1.68,35.5,49.7
Eastern Kentucky 2011,82,OVC,2011,239,15,16,102.3,108.9,60.8,-0.026,99.5,105.8,50.3,37.2,68.5,7,9.3,12.6,57.4,31.4,48.9,35.9,73.8,10.9,8.3,11.6,60.8,43.1,51.1,19.9,22.5,33.6,52,21.9,32.9,43,76.8,1.97,32.8,54.7
Eastern Michigan 2011,83,MAC,2011,283,9,22,89.5,100.3,66.1,-0.107,101.1,104.4,46.9,32.8,70,9.7,9.6,11.2,54.9,27.2,42.4,31.8,62.2,9.2,10.5,11.5,62,39.6,44.5,22.1,26.2,35.8,47.6,20.8,25.9,44.2,76.5,1.9,36.1,55.3
Eastern Washington 2011,84,BSky,2011,262,10,20,99.1,108.1,63.7,-0.031,102.7,104.7,48.9,34.9,72.1,10.4,8.2,11.2,58,30.2,41.9,36,66.2,12,10.6,9.8,51,38.2,46.6,20.4,31.4,36.5,50,19.4,32.7,46.7,74.7,1.41,33.6,43.4
Elon 2011,85,SC,2011,240,14,17,104.3,110.9,67.1,-0.015,102.2,105.6,50.7,39.1,67.4,6.2,7.5,12.1,48,30.5,47.3,35.5,72.2,10.1,8.2,10,56.7,44.4,49.9,18.2,26.1,38.9,53.2,19.5,32.1,38.5,77.2,1.33,37.2,46.2
Evansville 2011,86,MVC,2011,168,16,16,101.9,102.1,66.2,0.044,104.5,102.2,51.6,35.2,70.2,5.5,8.3,14,57.5,35.9,47.4,35.6,71.3,10.7,9,10.6,62.1,26,48.9,19.6,23.4,46.8,52,22.3,29.4,43,76.2,1.81,34.7,74.3
Fairfield 2011,87,MAAC,2011,104,25,8,98.7,92.8,65.2,0.042,100.2,104.7,43.3,32,64.4,9.4,12.4,11.8,45.2,28.9,47.9,30,65.4,11.4,10.7,10.7,58.2,25.8,47.2,21.4,33.5,38.9,44.6,24.2,30,31.5,76.2,1.51,29.3,52.1
Fairleigh Dickinson 2011,88,NEC,2011,324,5,24,93.2,109.8,66.1,-0.025,100.8,105.6,46.6,36.7,69.1,8.8,8.3,7.8,57.6,31.1,42.9,32.1,67.5,11.6,10,12.3,52.6,28.9,44.4,22.3,31,39.4,49.3,16.2,30.7,37.9,76.1,2.15,31,54.2
FIU 2011,89,SB,2011,286,11,19,100.6,111.9,68.4,-0.013,99.9,105.5,50.8,35,71.2,9.9,11.5,9.7,54.4,36.5,48,33,68.7,11.3,9.5,11.5,44.4,30.3,48.5,21,29.9,49.8,51.4,21.2,35.5,42.6,75.9,2.06,35.6,36.8
American 2011,9,Pat,2011,173,22,9,104.1,104.7,60.3,0.128,101,107.2,44.6,36.1,72.8,7.6,6.5,10,51.8,30,50.5,33.8,71.8,6.2,8.6,9.4,60.1,34.8,50.6,18,28.5,37.5,47.5,16.5,23.1,37.4,77.3,2.3,22.9,63.7
Florida 2011,90,SEC,2011,17,29,8,115.8,95.2,62.5,0.038,106.8,99.1,47.4,31.1,67.2,9.5,9.2,10,48.3,33.2,51.7,35.3,66.8,8.2,9.4,9.4,53.8,31.7,52.1,18.8,35.3,35.8,47.2,19.1,28.4,27.8,77,1.73,27.6,77
Florida A&M 2011,91,MEAC,2011,325,12,20,88.5,107.1,66.4,0.006,97.1,106.9,45.2,34.2,67.1,9.6,10.2,9.8,49.5,29.4,43,29.9,61.7,8.5,11.5,12.5,41.2,35.6,43.7,24.1,32.5,40.9,47,20,34.1,39,75.2,1.54,40.8,46.8
Florida Atlantic 2011,92,SB,2011,186,21,11,102.9,104.8,62.4,0.134,103,105.9,46.5,35,69.9,12.2,9.2,9.9,44.8,28.2,48.7,32.3,65,8.8,8.2,9.1,49,30.2,48.6,17.3,29.6,39.5,48.2,19.1,33.4,39.8,74.6,1.4,27.6,73
Florida Gulf Coast 2011,93,ASun,2011,285,10,20,94.7,105.8,67.5,-0.001,101.4,105.2,50.1,36.9,67,6.3,9,12.4,56.7,39.9,43.5,33,65.1,8.5,11.9,12,54.3,31.9,45.4,23.9,33.3,42.6,52.2,21.4,31.4,35.3,76.4,1.29,33.1,38.3
Florida St. 2011,94,ACC,2011,35,23,11,104.5,87.7,66.7,-0.017,107.1,100.1,40,30.6,69.5,17.5,12.2,9.7,55,39.7,48.4,33.4,66.5,8.6,10.7,12.4,51.2,33.3,49,23,34.8,38.1,42.4,22,28.9,36.3,78.7,1.69,34.8,63
Fordham 2011,95,A10,2011,290,7,21,98,109.8,66.2,0.013,104,102.8,48.1,34.8,68.2,11.4,6.2,9.4,59.4,35.6,42.6,33.6,63,8.8,10.5,10.5,54,33.1,45.2,21,33.7,30.7,49.5,15.6,32.3,35.6,77.3,1.41,20.6,55.8
Fresno St. 2011,97,WAC,2011,177,14,17,101.9,102.9,65.5,-0.033,103.1,103,47.8,36.4,68,9.7,12.4,8.2,54.9,32.5,49.6,29.5,63.2,8.5,9.7,10.8,59.9,36.5,47.7,20.4,32.4,39.4,50,20.6,28.8,39.5,77.2,1.25,39.1,32.9
Furman 2011,98,SC,2011,142,22,11,105.3,102.9,62.8,0.06,103,105.6,47.4,32.4,68.3,8.9,7.7,11.4,48.3,32.2,48.7,37.6,72.5,7.3,9.1,11.7,52.7,37.1,51.6,20.8,32,41.7,47.8,19.1,29.5,41.1,76.8,2.44,32.5,80.9
Gardner Webb 2011,99,BSth,2011,270,11,21,95.2,105,63.3,-0.016,102.1,103.4,48.8,38,72.1,6.4,10.5,11,55.9,32.6,45.6,32.8,64.2,10.9,10.7,11.8,45.7,35.9,46.9,22.4,28.2,31.4,51.5,21.5,26.4,39.5,75.5,1.12,33.8,41.1
Appalachian St. 2012,10,SC,2012,258,13,18,99.6,108,65.5,0.005,101,105.2,49.2,31.8,66.7,9,8.1,7.9,49.5,28.3,49.3,34.4,65.9,7.5,10.1,10.9,49.9,35.3,50.1,21,29.6,38.4,48.8,16,31.9,39.7,76.8,1.77,37.2,42.4
George Mason 2012,100,CAA,2012,110,24,9,104.2,98.1,67.1,0.048,101,103.2,42.6,32.2,69.1,12.9,9.8,10.8,51.1,32.3,51,33.2,69.8,8,10.8,11.3,51.6,26.3,50.7,22.2,33,40.9,44.5,20.6,31.8,37.6,76.4,1.54,31.9,44.1
George Washington 2012,101,A10,2012,171,10,21,101.8,102.5,62.6,-0.038,105.7,100.3,48,37.8,70.6,10.1,10.2,11.3,54.3,30,45.5,32.6,66.4,8.7,9.5,10.8,52.1,23,46.3,20.3,34.8,28.5,50.6,21.4,34.4,36.3,77.5,2.08,34.5,73.3
Georgetown 2012,102,BE,2012,15,24,9,111.2,90.1,62.1,-0.014,107.3,99,43.9,27.7,68,13.3,9.3,10.6,55.8,32.9,51.3,34.4,69.8,7.4,10.1,9.2,55.5,30.5,51.4,19.3,35,38.8,43.1,19.9,29.1,36.3,78.5,1.42,28.1,47.9
Georgia 2012,103,SEC,2012,112,15,17,104.7,98.7,61.5,0.033,106.9,99,46.9,33,69.3,11.2,9.9,8.6,48.5,35.6,44.4,31.2,68.7,10.2,7.3,9.5,50.3,37,45.3,16.7,29.8,30.3,47.8,18.5,30.5,41.1,76.4,1.57,29.4,44.4
Georgia Southern 2012,104,SC,2012,246,15,15,97.8,104.6,65.2,0.07,101,104.7,53.6,32.4,69.1,6.6,11.2,11.4,53.6,35.4,50.6,34.3,66.5,5.5,9,13.4,49.2,29.1,50.8,22.3,28.7,32.9,51.8,22.6,32.2,37.8,75.3,1.58,30.4,68.1
Georgia St. 2012,105,CAA,2012,84,22,12,102.1,93.5,63.9,-0.075,101.1,104.9,41.9,31.5,68.2,15.8,13.8,8.8,57.8,37.4,48.3,31.7,65.6,10,8.4,9.1,50.7,29,48.1,17.4,31.5,34.3,43.9,22.7,30.5,30.3,76.1,2.27,22.9,63.2
Georgia Tech 2012,106,ACC,2012,174,11,20,98.5,99.3,62.2,-0.073,104.1,100.4,43.3,34.7,72,14,8.1,9.6,56.1,34.6,47.9,31.2,65.4,9.1,10.6,12,48.6,30.9,47.5,22.6,33,28.7,46.4,17.7,28.2,33.8,77.5,1.39,31.3,42.9
Gonzaga 2012,107,WCC,2012,21,26,7,113.1,94.7,64.8,-0.018,104.9,102.8,46.5,31,67.3,8.5,10,9.2,48.4,34.2,51.9,38.1,71.6,7.1,10.4,9.1,55.3,32.5,53.6,19.5,33.8,46.2,46.5,19.2,27.1,27.5,77,1.35,32.6,50.8
Grambling St. 2012,108,SWAC,2012,345,4,24,85.3,115.5,64.3,0.024,96,105.1,50.5,32.3,68.2,8.7,7.1,10.1,54.2,29.4,39,27.6,69,10.3,12.5,11.5,46.3,28.7,39.7,24,25.9,35.7,49.9,17.3,35.9,31.2,75.7,1.18,36.2,14.5
Arizona 2012,11,P12,2012,51,23,12,107.6,94.9,64.3,-0.051,105.2,101.5,45.8,28.5,66.6,8.9,8.4,9.6,50.4,30.3,47.6,37.8,70.5,9.6,8.5,10.3,59.5,37.7,51,18.8,30.1,44.5,44.9,18,28.7,32.7,76.7,1.71,28.2,54.7
Green Bay 2012,110,Horz,2012,175,15,15,101.3,102.2,66.1,0.068,103,100.5,45.3,37.3,69.7,11.9,8.9,10.2,53.1,28.8,44.5,35.7,70.1,9.3,11.9,10.1,54,28.6,47.1,22,31.7,32.3,48.4,19.2,31.5,34.3,76.8,1.12,31.1,34.6
Hampton 2012,111,MEAC,2012,286,12,21,92.1,102.6,67.1,-0.051,99.3,107.4,41.6,35.5,72.1,12.9,9.9,12.1,49.7,33.6,46.4,28.6,64,7,8,12.4,47.2,34.5,45.2,20.5,32.2,38.7,45.5,22,34.8,37.4,77.2,2.44,28.8,46.6
Hartford 2012,112,AE,2012,305,9,22,91.3,106,64.2,-0.019,99.1,105.3,49.4,36.5,68.6,6.1,9.8,13.1,54.3,34.2,50.5,31,66.7,10.7,10,13.1,62.1,46.6,48.6,23.1,20.6,30.8,51.2,23,31.5,42.9,75,1.17,30.2,20.4
Harvard 2012,113,Ivy,2012,41,26,5,108.8,94.4,60.7,0.027,101.4,102.2,43.3,34.1,65.4,11.6,9.4,10.4,47.6,27.1,52.1,35.6,75.1,10.1,8.9,11.4,58.4,34.7,52.5,20.2,30.1,42,45.4,19.8,25.4,30.2,76.8,1.72,30,77.8
Hawaii 2012,114,WAC,2012,213,16,16,103.3,107.3,69.6,0.035,102.4,104.2,47.5,34.6,71,7.8,7.8,9.5,55.8,32.1,50.8,33,66.9,8.3,9.4,11.9,57.5,27.6,50.5,21.3,33.4,43.5,48.9,17.4,33.7,35.6,77,1.82,35.1,62.5
High Point 2012,115,BSth,2012,234,13,18,105.5,111.6,63.7,-0.066,101.1,105.9,50.8,34.2,67.4,8.1,7.9,9.5,56.3,38,45.3,40.6,68.9,9.5,10,9.2,51.8,38.8,51.3,19.2,30.4,37.9,50.9,17.4,34.4,40.6,75.7,1.9,31.5,60.4
Hofstra 2012,116,CAA,2012,219,10,22,99,103.5,65.4,-0.121,101.9,103,50.9,35,69.4,7.5,11.3,11.5,63,32.3,43,33.3,71.8,11.1,10.1,10.5,55.6,26.9,44.9,20.6,32.5,43.1,51.4,22.8,30.6,39.6,76,2.12,29.5,48.9
Holy Cross 2012,117,Pat,2012,224,15,14,99,104,65.3,0.055,101,105.2,48.4,30.6,71.8,12.1,8.6,9,56.2,35,47.1,33.9,72.1,9,9.2,11.2,54.5,31.2,48.3,20.5,29.2,33.2,47.5,17.5,29.9,30.9,75.8,1.65,33.3,51.3
Houston 2012,118,CUSA,2012,190,15,15,105.6,107.9,66.1,-0.001,101.6,103,47,35.7,67.9,11.6,7.5,9.7,50.4,30,50.2,35.1,69.9,8.6,11,10.3,49.3,27.2,50.8,21.3,35,32.9,49,17.2,32.8,29.5,76.8,1.13,25.8,29.8
Houston Baptist 2012,119,GWC,2012,319,10,20,93.2,110.7,70.2,0.015,100.1,107.3,52.7,37.1,68.2,3.8,8.9,13,54.3,29.9,43.8,32.3,67.8,9.7,10.5,10.8,47.9,26.5,45.1,21.4,30.2,39.4,53.6,21.8,35.7,46.3,75.2,1.44,41.6,15
Arizona St. 2012,12,P12,2012,230,10,21,100.6,106.1,62.5,0.006,103.7,100.8,46.6,36.8,71.1,11.7,8.7,8.9,60.1,35.3,50.2,36.4,67.7,8.2,11.6,13.9,57.6,34.5,51.7,25.5,29.1,41.3,49.6,17.7,29.2,38.3,78.4,1.38,34.6,53.2
Howard 2012,120,MEAC,2012,308,10,21,91,106.1,65.4,0.04,100.5,104.5,49.8,33.4,70.1,8.7,8.8,11.9,57.3,33.5,40.4,31.9,67.4,11.2,9.4,15.5,45.8,27.5,42.4,24.9,33.4,46.1,49.9,20.7,32.2,53.3,76.7,0.96,42.3,31.1
Idaho 2012,121,WAC,2012,156,19,14,106.6,105.3,62.5,0.012,103.7,104.5,47.6,34.7,67.2,10.6,7.2,9.3,51.2,34.1,51.1,39.1,67.6,8.3,8.6,11.7,60.6,32.7,53.6,20.3,31.1,41.6,49.1,16.5,30.7,31.1,76.1,2.06,26.2,44.4
Idaho St. 2012,122,BSky,2012,304,9,21,97.1,111,64.9,0.027,101.9,104.9,52.7,39.3,72.8,6.7,10.2,12,50.8,36.1,45.1,34.5,69.1,9.1,9.5,11.4,51.3,34.2,47.4,20.8,29.5,34.1,55,22.2,33.9,44.5,76,2.24,23.9,44.8
Illinois 2012,123,B10,2012,76,17,15,104.3,94.8,64.2,-0.005,109,100.6,45.4,37.9,70.4,11.9,7.7,12.4,53.2,33.1,51.4,30.4,71.5,6.9,9.5,10.8,52.2,35.1,49.4,20.3,30.2,30.4,49.2,20.1,27.9,36.2,77.4,1.43,28,31.7
Illinois Chicago 2012,124,Horz,2012,282,8,22,97.9,108.3,64.3,0.008,102.1,101.9,49.8,37.8,65.3,7.7,7.5,10.3,53.1,29.4,43.6,32.9,67.3,13.4,10.6,11.7,52.4,36.8,45.7,22.2,32.6,33,51.8,17.8,29.6,43.7,76.6,1.78,23.5,16.9
Illinois St. 2012,125,MVC,2012,93,21,14,109.3,101.5,63.4,0.004,104.4,101.9,44.6,35.8,69.3,9.4,7.7,9.3,52.1,36,48.3,37.9,75.4,8.3,8.5,9.8,57.1,42.7,52,18.3,27,38.6,47.9,17,26.4,30.9,76.1,1.4,28.7,44.1
Indiana 2012,127,B10,2012,9,27,9,120.2,97.6,66.7,0.007,107.4,99,46.2,34.9,70.2,8.5,9.6,10.5,44.4,31.6,51.5,43.1,76.3,10.4,9.9,9.1,51.3,27.5,55.2,18.9,34.6,44.5,48.1,20,30.1,34.3,78.1,1.61,30.7,69.3
Indiana St. 2012,128,MVC,2012,137,18,15,102,98.9,64,0.06,104.8,101.6,45.8,36.3,73.9,8.5,8.6,9.9,53.5,31.1,45.8,34.4,72.2,7.4,8.9,9.9,54.6,34.3,47.8,18.8,25.6,37.9,48.5,18.5,26.2,32.7,76.7,1.96,32.8,72.1
